customerID,DOB,Gender,State,PinCode,transactionDate,store_code,store_description,till_no,transaction_number_by_till,promo_code,promotion_description,product_code,product_description,sale_price_after_promo,discountUsed
BBID_20427799,1983-09-16,female,TAMIL NADU,625016,2016-05-07,4986,BB-MADURAI-KOCHADAI VILLAGE,13,72263,NONPROMO,,300464800,POLYMER MAT-15X22,229,Payback
BBID_20427840,1972-11-28,male,TAMILNADU,625010,2016-11-23,4986,BB-MADURAI-KOCHADAI VILLAGE,25,2727,0001213777,IZ 5 %DIS MIX LOB,1000152729,BOVONTO SOFT DRINK BT 1.5L,59.85,Payback
BBID_20427841,1980-12-01,male,TAMIL NADU,625018,2017-02-19,4986,BB-MADURAI-KOCHADAI VILLAGE,8,32186,NONPROMO,,300776410,BB-CB-20X25X208SWG NEW,5,Payback
BBID_20427864,1987-07-09,female,TAMIL NADU,625016,2016-12-05,4986,BB-MADURAI-KOCHADAI VILLAGE,8,14368,NONPROMO,,108100277,BEETROOT PKD,7.83,Payback
BBID_20427886,1955-04-24,female,TAMIL NADU,625016,2016-01-14,4986,BB-MADURAI-KOCHADAI VILLAGE,1,16052,0001075446,SZ 25 RS OFF FABRIC SOFTENERS FOOD TN,300781792,COMFORT FAB COND ANTI BACTERIAL 800ml,153,Payback
BBID_20427889,1986-06-28,female,,,2015-12-28,4986,BB-MADURAI-KOCHADAI VILLAGE,1,11633,0001063322,AZ 10 % OFF SKIN CREAMS VISTEX EXC,300817296,LAKME SKN CRM PEACH MILK MOISTURE 60ml,90,Payback
BBID_20427903,1975-03-14,male,TAMIL NADU,625001,2016-12-02,4986,BB-MADURAI-KOCHADAI VILLAGE,13,9078,NONPROMO,,108020757,CADBURY CHOCO DM ROAST ALMOND 38g 21,45,Payback
BBID_20427909,1955-08-27,female,TAMIL NADU,625014,2015-07-20,4986,BB-MADURAI-KOCHADAI VILLAGE,16,47022,NONPROMO,,100105505,TOMATO COUNTRY,29.41,Payback
BBID_20427911,1973-10-25,female,TAMIL NADU,625010,2016-11-29,4986,BB-MADURAI-KOCHADAI VILLAGE,13,8001,NONPROMO,,300259994,GH DRY FRUIT MIXED 300g,249,Payback
BBID_20427933,1968-11-08,male,TAMIL NADU,625010,2017-02-07,4986,BB-MADURAI-KOCHADAI VILLAGE,11,82326,NONPROMO,,108100373,ASH GOURD,18.03,Payback
BBID_20427933,1968-11-08,male,TAMIL NADU,625010,2016-05-12,4986,BB-MADURAI-KOCHADAI VILLAGE,13,74385,NONPROMO,,300142935,SURIYAN NAMKEEN RINK MURUKU 125g,28,Payback
BBID_20427934,1952-03-09,male,TAMIL NADU,625019,2015-10-01,4986,BB-MADURAI-KOCHADAI VILLAGE,13,89020,NONPROMO,,108100297,CHILLI LIGHT GREEN,4.7,Payback
BBID_20427936,1969-01-29,male,TAMIL NADU,624101,2016-08-13,4986,BB-MADURAI-KOCHADAI VILLAGE,15,33236,NONPROMO,,1000585187,RICH LINE KITCHEN WIPER,199,Payback
BBID_20427963,1967-06-04,male,TAMIL NADU,625006,2016-04-15,4986,BB-MADURAI-KOCHADAI VILLAGE,13,63491,NONPROMO,,300533322,TROPICANA NTRL JUICE MIX FRUIT 100% 1L,240,Payback
BBID_20427973,1950-07-02,female,TAMIL NADU,625016,2016-03-12,4986,BB-MADURAI-KOCHADAI VILLAGE,6,64648,4050,Ex500,1000172304006,"SH-CORE-PO3-WTPR-FLD-KTF, XXXL, ASSORTED",186.81,Payback
BBID_20427973,1950-07-02,female,TAMIL NADU,625016,2016-06-09,4986,BB-MADURAI-KOCHADAI VILLAGE,8,73102,NONPROMO,,300070102,LADYFINGER LOOSE,12.68,Payback
BBID_20427973,1950-07-02,female,TAMIL NADU,625016,2016-02-24,4986,BB-MADURAI-KOCHADAI VILLAGE,16,95130,NONPROMO,,300959591,CHINGS INSTANT SOUP MIX VEG PP 30g,25,Payback
BBID_20427992,1978-10-05,male,TAMIL NADU,625016,2015-08-15,4986,BB-MADURAI-KOCHADAI VILLAGE,15,97,NONPROMO,,108100253,POMEGRANATE REGULAR LOOSE,123,Payback
BBID_20427996,1944-07-07,male,TAMIL NADU,625016,2015-05-01,4986,BB-MADURAI-KOCHADAI VILLAGE,15,81054,0000879041,SPD XYZ @799 FLAT ASSORTED TN,108004528,GOLD WINNER SUNFLOWER OIL JR 5L,372.57,Payback
BBID_20428000,1990-11-09,male,TAMIL NADU,630606,2016-06-29,4986,BB-MADURAI-KOCHADAI VILLAGE,16,32028,0001152907,HO 5 RS OFF CREAM BISCUITS REG AZ EXC,300680079,SUNFEAST BIS DARK FANTASY CHOCO FILS 75g,25,Payback
BBID_20428002,1990-11-28,male,TAMIL NADU,625001,2017-01-29,4986,BB-MADURAI-KOCHADAI VILLAGE,22,22062,NONPROMO,,300938002,3ROSES TEA NATURAL CARE BX 250g,150,Payback
BBID_20428002,1990-11-28,male,TAMIL NADU,625001,2017-01-29,4986,BB-MADURAI-KOCHADAI VILLAGE,22,22062,0001238339,BDIS 80 RS OFF BDJ Brown Health Drink,300532193,BOOST BROWN HEALTH DRINK REF BIB 750g,272,Payback
BBID_20428002,1990-11-28,male,TAMIL NADU,625001,2016-04-02,4986,BB-MADURAI-KOCHADAI VILLAGE,25,66327,NONPROMO,,300980705,F&P JUICE LEMON BT 500ml,75,Payback
BBID_20428002,1990-11-28,male,TAMIL NADU,625001,2017-01-29,4986,BB-MADURAI-KOCHADAI VILLAGE,22,22062,NONPROMO,,108020337,BOUNTY CHOCOLATE MINI POUCH 150G 17,149,Payback
BBID_20428021,1960-01-09,male,TAMIL NADU,625016,2016-06-18,4986,BB-MADURAI-KOCHADAI VILLAGE,16,28934,NONPROMO,,108004526,GOLD WINNER SUNFLOWER OIL PP 1L,83,Payback
BBID_20428035,1992-10-26,male,TAMIL NADU,624208,2017-05-03,4986,BB-MADURAI-KOCHADAI VILLAGE,25,26963,NONPROMO,,300659100,DHEEPAM OTH CM LAMP OIL BT 500ml,73,Payback
BBID_20428061,1983-03-31,male,TAMIL NADU,625010,2017-06-14,4986,BB-MADURAI-KOCHADAI VILLAGE,9,21431,NONPROMO,,108100277,BEETROOT PKD,58,Payback
BBID_20428061,1983-03-31,male,TAMIL NADU,625010,2017-03-14,4986,BB-MADURAI-KOCHADAI VILLAGE,22,35107,NONPROMO,,1000231679,FOGG DEO MARCO MEN CN 150ml,250,Payback
BBID_20428066,1979-04-24,female,TAMIL NADU,626189,2016-10-31,4986,BB-MADURAI-KOCHADAI VILLAGE,11,42830,0001182934,HO 1090 FLAT PR. COOKER OCT MCV AZ,300018711,Dlx plus Mini handi 3.3 ltr Red,1090,Payback
BBID_20428066,1979-04-24,female,TAMIL NADU,626189,2016-12-11,4986,BB-MADURAI-KOCHADAI VILLAGE,10,64824,0001219258,IS A1+B1+C1 @779 FLAT REG Wheat Flour,108004528,GOLD WINNER SUNFLOWER OIL JR 5L,793.34,Payback
BBID_20428077,1959-05-07,female,TAMIL NADU,625016,2015-11-22,4986,BB-MADURAI-KOCHADAI VILLAGE,11,37606,NONPROMO,,1000120731001,"JQ Kitchen towel pk-2, 40x60CM, PINK",159,Payback
BBID_20428080,1964-10-25,male,TAMIL NADU,625003,2015-10-04,4986,BB-MADURAI-KOCHADAI VILLAGE,25,44319,0001018306,SOS 24 FLAT ASSORTED STAPLES ROTN,300228672,GH DAILY URAD DAL CHILKA 200g,24,Payback
BBID_20428088,1969-02-21,male,TAMIL NADU,625532,2017-05-03,4986,BB-MADURAI-KOCHADAI VILLAGE,1,2754,NONPROMO,,300229149,GH RAW RICE IDLI 5K,218,Payback
BBID_20428116,1964-06-23,male,TAMIL NADU,625010,2016-10-04,4986,BB-MADURAI-KOCHADAI VILLAGE,22,85998,NONPROMO,,300204262,EASTERN POW SPICE TURMERIC PP 100g,24,Payback
BBID_20428118,1982-05-27,male,TAMIL NADU,625016,2016-07-22,4986,BB-MADURAI-KOCHADAI VILLAGE,8,82878,0001156662,HO 20 %OFF STORAGE NEEDS REG AZ EXC,1000161867,Super Locked Round 450 Blue,52,Payback
BBID_20428119,1984-10-27,male,TAMIL NADU,625018,2016-12-03,4986,BB-MADURAI-KOCHADAI VILLAGE,13,9397,NONPROMO,,108100361,MINT LEAVES,10,Payback
BBID_20428121,1961-08-29,male,TAMIL NADU,625016,2016-02-05,4986,BB-MADURAI-KOCHADAI VILLAGE,11,58942,NONPROMO,,108100258,STRAWBERRY PUNNET REGULAR,55,Payback
BBID_20428147,1985-03-16,female,TAMIL NADU,625003,2015-09-28,4986,BB-MADURAI-KOCHADAI VILLAGE,22,13092,NONPROMO,,1000269684,BRITANNIA CRM BISC JIM JAM 4+1 100g OP,60,Payback
BBID_20428167,1978-06-01,female,TAMIL NADU,625532,2017-01-17,4986,BB-MADURAI-KOCHADAI VILLAGE,10,73086,NONPROMO,,300667896,SUNFEAST NOODLE YIPPEE MAGIC MASALA 70g,24,Payback
BBID_20428191,1961-04-02,male,TAMIL NADU,625016,2015-07-21,4986,BB-MADURAI-KOCHADAI VILLAGE,1,72716,NONPROMO,,300971385,PP Saucepan SS (I/B),149,Payback
BBID_20428198,1989-09-08,male,TAMIL NADU,625010,2016-07-20,4986,BB-MADURAI-KOCHADAI VILLAGE,8,82511,0001161667,HO B2G1 FREE CARBONATED DRINKS WED AZ EX,1000270657,SPRITE SOFT DRINK BT 1.75L,140,Payback
BBID_20428220,1991-11-18,male,TAMIL NADU,625016,2016-08-03,4986,BB-MADURAI-KOCHADAI VILLAGE,16,42515,NONPROMO,,108018870,AMUL KOOL CAFE CN 180ml,30,Payback
BBID_20428221,1972-09-01,male,TAMIL NADU,625010,2015-07-30,4986,BB-MADURAI-KOCHADAI VILLAGE,11,6161,NONPROMO,,301021076,PAPER BOAT JUICE JALJEERA PP 250ml,150,Payback
BBID_20428235,1958-01-13,male,KERALA,695018,2015-08-08,4986,BB-MADURAI-KOCHADAI VILLAGE,16,49760,NONPROMO,,1000146094,EXO UTENSIL BAR DISH SHINE ROUND 700g,180,Payback
BBID_20428237,1985-04-21,male,TAMIL NADU,625001,2016-10-25,4986,BB-MADURAI-KOCHADAI VILLAGE,8,6116,NONPROMO,,300613629,DABUR TPASTE RED 200g+100g+BINCA TB*2,135,Payback
BBID_20428248,1979-07-06,female,TAMIL NADU,625016,2017-01-11,4986,BB-MADURAI-KOCHADAI VILLAGE,10,71596,NONPROMO,,300776410,BB-CB-20X25X208SWG NEW,5,Payback
BBID_20428249,1982-07-11,male,TAMIL NADU,625514,2015-12-11,4986,BB-MADURAI-KOCHADAI VILLAGE,16,75800,0001052370,SZ 15 % OFF STAPLES ASSORTED TN,300204414,EASTERN POW KASHMIRI CHILLI PP 250g,56.1,Payback
BBID_20428250,1962-11-15,male,TAMIL NADU,625706,2015-07-18,4986,BB-MADURAI-KOCHADAI VILLAGE,16,46570,0000869312,STN 5% OFF CONCEPT DISCOUNT 4986,300413862,HIMALAYA SOAP NEEM & TURMERIC 70g,57,Payback
BBID_20428253,1973-08-12,male,TAMIL NADU,625214,2017-01-11,4986,BB-MADURAI-KOCHADAI VILLAGE,11,71500,0001233283,IZ 6% DISC WED FOOD EXC,1000209934,BRITANNIA CRM BIS BOURBON 4+1 120g OP,75.2,Payback
BBID_20428260,1991-10-04,male,UTTAR PRADESH,231313,2015-05-17,4986,BB-MADURAI-KOCHADAI VILLAGE,6,42995,0000890390,"CW B2@20%,B3@30% SHIRTS/TROUSER/JEANS",1000141267001,"DJSH-4151-AX31-A-FS-SF-CX, S, RUST",724.3,Payback
BBID_20428272,1974-06-07,male,TAMIL NADU,625016,2016-04-06,4986,BB-MADURAI-KOCHADAI VILLAGE,11,77508,NONPROMO,,1000000273,PEDIASURE COMPLETE&BALAN VANILLA BX 400g,490,Payback
BBID_20428290,1978-03-26,male,TAMIL NADU,625003,2016-05-08,4986,BB-MADURAI-KOCHADAI VILLAGE,19,93602,NONPROMO,,300659101,DHEEPAM OTH CM LAMP OIL BT 225ml,50,Payback
BBID_20428325,1955-03-05,male,TAMIL NADU,625532,2016-09-21,4986,BB-MADURAI-KOCHADAI VILLAGE,16,56434,NONPROMO,,300144423,FB VG ONION BUDGET PACK,31.51,Payback
BBID_20428350,1981-11-23,female,TAMIL NADU,625016,2016-06-05,4986,BB-MADURAI-KOCHADAI VILLAGE,22,47435,NONPROMO,,300143991,SAKTHI READYMIX BIRYANI 50g,29,Payback
BBID_20428358,1989-06-18,male,TAMILNADU,625016,2015-05-16,4986,BB-MADURAI-KOCHADAI VILLAGE,20,72503,0000859728,AZ B2@499 FLAT PENTIUM STRIPER MNS TSHTS,1000034936007,"AFLT-4141-PS27-B-HP-RF-PC, M, D RED",249.5,Payback
BBID_20428365,1989-12-13,male,TAMIL NADU,625019,2016-10-22,4986,BB-MADURAI-KOCHADAI VILLAGE,8,5132,NONPROMO,,1000108571031,"SHY-0010-MLD-BRA-MOZ, 32, GREY MELANGE",169,Payback
BBID_20428365,1989-12-13,male,TAMIL NADU,625019,2017-01-26,4986,BB-MADURAI-KOCHADAI VILLAGE,1,85106,NONPROMO,,108100340,GREEN PEAS,31.46,Payback
BBID_20428375,1961-01-06,female,TAMIL NADU,625010,2017-03-21,4986,BB-MADURAI-KOCHADAI VILLAGE,11,98987,NONPROMO,,108100337,SMALL GOURD LOOSE,20.88,Payback
BBID_20428378,1983-05-26,male,TAMIL NADU,625016,2016-04-29,4986,BB-MADURAI-KOCHADAI VILLAGE,11,84060,NONPROMO,,1000049681,SUNLAND SUNFLOWER OIL PP 1L,79,Payback
BBID_20428408,1974-11-04,female,TAMIL NADU,625010,2016-11-16,4986,BB-MADURAI-KOCHADAI VILLAGE,22,99909,NONPROMO,,300361324,FB FR BANANA ROBUSTA,14.84,Payback
BBID_20428422,1975-03-01,female,TAMIL NADU,625016,2017-04-01,4986,BB-MADURAI-KOCHADAI VILLAGE,22,40609,NONPROMO,,1000203533,TIC TAC GUM STRAWBERRY 13g 15,15,Payback
BBID_20428429,1971-10-06,male,TAMIL NADU,625016,2017-05-03,4986,BB-MADURAI-KOCHADAI VILLAGE,13,57027,NONPROMO,,108004526,GOLD WINNER SUNFLOWER OIL PP 1L,83,Payback
BBID_20428430,1979-04-08,male,TAMIL NADU,625010,2015-06-14,4986,BB-MADURAI-KOCHADAI VILLAGE,1,63093,NONPROMO,,108035951,TROPICANA JUICE APPLE 100 1L,120,Payback
BBID_20428444,1978-03-06,female,TAMIL NADU,625010,2016-03-11,4986,BB-MADURAI-KOCHADAI VILLAGE,13,50108,NONPROMO,,108035722,TOP RAMAN NDL SUPER MASALA 70g,20,Payback
BBID_20428450,1979-11-05,female,TAMIL NADU,625010,2016-05-17,4986,BB-MADURAI-KOCHADAI VILLAGE,22,42128,NONPROMO,,300107894,LIFEBUOY HW TOTAL 10 PUMP 215ml,73,Payback
BBID_20428466,1949-03-04,male,TAMIL NADU,625018,2017-02-01,4986,BB-MADURAI-KOCHADAI VILLAGE,22,22716,NONPROMO,,300943282,PARLE CRM BIS H&S FAB CHOCOLATE PP 100g,25,Payback
BBID_20428469,1971-02-18,male,,625017,2016-05-01,4986,BB-MADURAI-KOCHADAI VILLAGE,16,13939,0001125017,AZ 50 RS OFF Pouches LUGGAGE EXC,1000127536004,Packit-Lunch-bag-L2-Red,199,Payback
BBID_20428469,1971-02-18,male,,625017,2016-10-09,4986,BB-MADURAI-KOCHADAI VILLAGE,6,84943,NONPROMO,,108100337,SMALL GOURD LOOSE,9.96,Payback
BBID_20428469,1971-02-18,male,,625017,2016-05-18,4986,BB-MADURAI-KOCHADAI VILLAGE,22,42610,NONPROMO,,108001179,GH WHO SPICE MUSTARD BIG 100g,15,Payback
BBID_20428479,1963-06-09,female,TAMIL NADU,625018,2016-09-04,4986,BB-MADURAI-KOCHADAI VILLAGE,8,93085,NONPROMO,,1000319964,Square Containers Set of 2,99,Payback
BBID_20428493,1967-07-31,male,TAMIL NADU,625016,2016-12-28,4986,BB-MADURAI-KOCHADAI VILLAGE,1,78978,0001226448,AZ TS300 GET 100 RS OFF REG BB Shirt 2 L,1000538026004,"BUSH-3161-BC 09-C-FS-SL, L-SF, GRAPHITE",1099,Payback
BBID_20428499,1956-11-16,female,TAMIL NADU,625003,2016-09-29,4986,BB-MADURAI-KOCHADAI VILLAGE,16,58072,NONPROMO,,300449774,VIM DROP DW ACTV GEL YLW LEMON 250m,58,Payback
BBID_20428503,1978-05-08,male,TAMIL NADU,625009,2015-05-01,4986,BB-MADURAI-KOCHADAI VILLAGE,16,32830,0000873951,PD 15% OFF INSTANT NOODLES,1000117998,NISSIN NOODLES SPICED CHICKEN CUP 70g,34,Payback
BBID_20428503,1978-05-08,male,TAMIL NADU,625009,2015-05-01,4986,BB-MADURAI-KOCHADAI VILLAGE,16,32830,NONPROMO,,1000206139,SUNFEAST DARK FANTS CHOCO FILLS 2*75g OP,51,Payback
BBID_20428504,1983-05-30,male,TAMIL NADU,625018,2016-08-25,4986,BB-MADURAI-KOCHADAI VILLAGE,8,90879,NONPROMO,,108020344,BOURNVITA HEALTH DRINK PP 500g,200,Payback
BBID_20428539,1986-01-10,male,MAHARASHTRA,400063,2017-01-07,2655,BB-INDORE-MALHAR MEGA MALL,8,68884,NONPROMO,,108100362,ONION LOOSE,11.55,Payback
BBID_20428558,1991-03-29,female,MADHYA PRADESH,452009,2015-10-07,2655,BB-INDORE-MALHAR MEGA MALL,7,8811,NONPROMO,,108017245,VIM UTENSL BAR 3*200g,47,Payback
BBID_20428595,1966-06-22,female,MADHYA PRADESH,452008,2016-04-16,2655,BB-INDORE-MALHAR MEGA MALL,10,36343,NONPROMO,,300785148,BB-CB-20X25X168SWG-Suitable for ROI New,4,Payback
BBID_20428636,1987-03-07,male,MADHYA PRADESH,452010,2016-10-01,2655,BB-INDORE-MALHAR MEGA MALL,3,33754,NONPROMO,,6000038205,DISPLAY MATTRESS ANGELICA 78X72X6 KRLN,0,Payback
BBID_20428638,1992-07-07,male,MADHYA PRADESH,452001,2017-04-11,2655,BB-INDORE-MALHAR MEGA MALL,1,78824,0001276523,AZ TS2000 GET 500 RS OFF REG BB Shirt 2,1000542219016,"KHSH-3166-OXFORD-FS-SD, 42-SF, PINK",338.71,Payback
BBID_20428670,1984-12-31,male,MADHYA PRADESH,452010,2017-04-09,2655,BB-INDORE-MALHAR MEGA MALL,8,83387,NONPROMO,,1000010431,SOO FRESH ROLLS HOT DOG 4P,30,Payback
BBID_20428689,1986-06-30,male,MADHYA PRADESH,452001,2016-08-05,2655,BB-INDORE-MALHAR MEGA MALL,2,20310,NONPROMO,,1000345905,ALPENLIEBE CANDIES POP CARAML&STRAWB 40g,25,Payback
BBID_20428695,1956-06-29,male,,999999,2017-02-02,2906,BB-INDORE-TREASURE ISLAND,13,39568,NONPROMO,,300621438,KALASH KHAMAN MIX 500g,137,Payback
BBID_20428702,1978-04-23,female,MADHYA PRADESH,452017,2016-01-17,2655,BB-INDORE-MALHAR MEGA MALL,12,23560,NONPROMO,,100105102,ORANGE NAGPUR LOOSE,26.22,Payback
BBID_20428706,NANA,female,,999999,2016-10-20,2906,BB-INDORE-TREASURE ISLAND,19,30820,0001182910,HO 30 RS OFF BROWN HEAL DRINK OCT MCV AZ,108025223,HORLICKS HDRINK CHOCOLATE JAR 200G,69,Payback
BBID_20428747,1987-03-01,male,,482005,2016-05-04,2655,BB-INDORE-MALHAR MEGA MALL,12,37958,NONPROMO,,108024681,HALDIRAM NI NAMK ALOO BHUJIA 150g / 200g,35,Payback
BBID_20428757,1965-05-21,female,MADHYA PRADESH,452001,2016-06-16,2906,BB-INDORE-TREASURE ISLAND,3,10591,0001137342,HO 50 %OFF SINGLE BED LINEN SET REG AZEX,1000324308052,"AW15-Ceylon OTB SGL, DSN-04, PURPLE",364.5,Payback
BBID_20428768,1990-06-13,female,MADHYA PRADESH,452001,2017-05-20,2655,BB-INDORE-MALHAR MEGA MALL,6,28605,NONPROMO,,108001259,GH WHO SPICE TEJ PATTA 100g,40,Payback
BBID_20428782,1988-02-08,female,MADHYA PRADESH,452001,2016-08-23,2655,BB-INDORE-MALHAR MEGA MALL,4,85995,0001175037,AZ 30 % OFF ASSORTED FS AOT REG AZ EXC,1000438308014,"DJCB-4161-RU-206-AOP-F/L, 38, IVORY",0,Payback
BBID_20428799,1989-07-04,female,MADHYA PRADESH,452003,2016-06-01,2906,BB-INDORE-TREASURE ISLAND,1,5438,NONPROMO,,108001140,GH WHO SPICE KHUSKHUS 50g,61,Payback
BBID_20428811,1974-12-31,male,MADHYA PRADESH,452001,2016-10-28,2906,BB-INDORE-TREASURE ISLAND,5,32602,NONPROMO,,108100352,LEMON LOOSE,39,Payback
BBID_20428821,1991-12-13,male,MADHYA PRADESH,452001,2016-02-28,2655,BB-INDORE-MALHAR MEGA MALL,14,20921,NONPROMO,,1000019571,PARLE H&S COOKIES CHOCOLT CHIP PP 200gm,40,Payback
BBID_20428824,1976-07-04,male,MADHYA PRADESH,452001,2016-06-13,2906,BB-INDORE-TREASURE ISLAND,7,9871,NONPROMO,,1000502729001,"PNB-SOCKS-ANG03Q3-SC, 10-12 YEARS, WHITE",60,Payback
BBID_20428842,1967-01-07,male,MADHYA PRADESH,452018,2016-10-26,2655,BB-INDORE-MALHAR MEGA MALL,3,35738,0001202904,AZ B2@1399 FLAT MENS CASUAL REG AZ EXC,1000540757004,"DJSH-3161-OP5-B-FS-PR, L-SF, NAVY",734.48,Payback
BBID_20428850,1950-04-25,male,MADHYA PRADESH,452018,2017-06-11,2906,BB-INDORE-TREASURE ISLAND,8,60229,0001293195,AZ B2G1 @100 %DIS REG TERRY FACE TOWEL,1000659314003,"Yarn Dyed Solid G HT, 40x60CM, GREY",0,Payback
BBID_20428878,1991-01-26,female,MADHYA PRADESH,452001,2016-11-26,2655,BB-INDORE-MALHAR MEGA MALL,2,56976,0001213777,IZ 5 %DIS MIX LOB,830015212,TS ASST CUBES LOOFAH 230 2529 1P,65.55,Payback
BBID_20428898,1992-05-23,female,MADHYA PRADESH,482002,2015-08-15,2655,BB-INDORE-MALHAR MEGA MALL,1,2327,NONPROMO,,1000033235003,"LPY-4140-PRL-ABS-3/4, S, Light",199,Payback
BBID_20428924,1994-02-19,male,MADHYA PRADESH,452001,2016-08-14,2655,BB-INDORE-MALHAR MEGA MALL,14,32595,NONPROMO,,1000001767,GP 3+1 WITH HEAVY DUTY,90,Payback
BBID_20428985,1965-01-16,female,MADHYA PRADESH,452001,2016-01-18,2655,BB-INDORE-MALHAR MEGA MALL,8,24829,NONPROMO,,108100150,BER,33.81,Payback
BBID_20429000,1983-03-17,male,MADHYA PRADESH,452001,2016-10-26,2655,BB-INDORE-MALHAR MEGA MALL,18,28317,NONPROMO,,108100145,BANANA ROBUSTA RAW,20.39,Payback
BBID_20429027,1991-01-18,female,MADHYA PRADESH,452001,2016-04-28,2906,BB-INDORE-TREASURE ISLAND,12,330,NONPROMO,,100104133,FLYING BIRD ESSENCE BUTTER SCOTCH 20ml,26,Payback
BBID_20429035,1982-02-23,male,MADHYA PRADESH,452001,2015-08-29,2655,BB-INDORE-MALHAR MEGA MALL,9,4351,0000981610,AZ 299 FLAT KIDS INFRANTS ASORT LIQUIDAT,1000173755003,"GEKU-4151-KAS 03-C-SLS-KY, 7-8, WHITE",299,Payback
BBID_20429041,1979-04-08,male,MADHYA PRADESH,452010,2016-12-23,2655,BB-INDORE-MALHAR MEGA MALL,9,66725,NONPROMO,,108100362,ONION LOOSE,20.48,Payback
BBID_20429071,1985-07-08,female,MADHYA PRADESH,452001,2017-05-17,2655,BB-INDORE-MALHAR MEGA MALL,11,90914,0001291233,AZ TS5000 GET 786 RS OFF DIF Multi Categ,108100382,TOMATO LOOSE,5.92,Payback
BBID_20429124,1987-05-21,female,,999999,2016-11-27,2906,BB-INDORE-TREASURE ISLAND,17,13198,NONPROMO,,300776410,BB-CB-20X25X208SWG NEW,5,Payback
BBID_20429136,1979-04-07,male,MADHYA PRADESH,452001,2016-12-11,2906,BB-INDORE-TREASURE ISLAND,9,41193,NONPROMO,,108028647,MOTHERS REC PICKLE MIXED 400g,82,Payback
BBID_20429149,1985-05-31,female,MADHYA PRADESH,452010,2016-09-04,2655,BB-INDORE-MALHAR MEGA MALL,1,96958,NONPROMO,,300481738,MAGGI NDL MERI MASALA PP 560g,89,Payback
BBID_20429152,1995-12-09,female,MADHYA PRADESH,452001,2016-01-25,2655,BB-INDORE-MALHAR MEGA MALL,9,26169,NONPROMO,,300785150,BB-CB-27X30X168SWG-Suitable for ROI New,12,Payback
BBID_20429192,1951-03-25,,MADHYA PRADESH,452009,2016-04-30,2906,BB-INDORE-TREASURE ISLAND,10,699,0001126264,NZ B2@50% COOKIES & BISCUIT PF REG NZ EX,1000531372,SOFRSH VD COOKIES BUTTER & MILK TB 200G,80,Payback
BBID_20429200,1966-05-16,male,MADHYA PRADESH,452010,2016-09-28,2655,BB-INDORE-MALHAR MEGA MALL,10,54787,NONPROMO,,1000269704,BRITANNIA NUTRICHOE DIGEST 4+1 100g OP,80,Payback
BBID_20429210,1985-04-18,male,MADHYA PRADESH,452001,2016-05-28,2906,BB-INDORE-TREASURE ISLAND,5,6441,NONPROMO,,1000014571,AFL-HANKIES-FPP-PO4,79,Payback
BBID_20429231,1982-01-08,male,MADHYA PRADESH,452005,2015-11-23,2655,BB-INDORE-MALHAR MEGA MALL,7,15557,NONPROMO,,300303436,PARLE SLT BISC MONACO ZEERA 80g,10,Payback
BBID_20429248,1983-10-14,male,MADHYA PRADESH,452002,2016-07-17,2655,BB-INDORE-MALHAR MEGA MALL,10,47033,NONPROMO,,300317078,TATA SALT LITE PP 1Kg,30,Payback
BBID_20429254,1970-03-07,male,MADHYA PRADESH,452001,2015-11-04,2655,BB-INDORE-MALHAR MEGA MALL,15,9266,NONPROMO,,1000161992,Ringo Container 1625 ml-set of 3 Pink,250,Payback
BBID_20429261,1975-03-23,male,MADHYA PRADESH,452001,2016-08-18,2655,BB-INDORE-MALHAR MEGA MALL,4,84788,0001167808,HO 5 RS OFF DETERGENT BARS REG AZ EX,108015133,SURF EXCEL DET BAR 4*200G,166,Payback
BBID_20429288,1992-10-24,female,MADHYA PRADESH,452002,2016-04-20,2655,BB-INDORE-MALHAR MEGA MALL,1,51323,NONPROMO,,108100356,FB VG MANGO RAW KAIRI,19.35,Payback
BBID_20429343,1954-07-05,female,MADHYA PRADESH,452003,2016-11-13,2655,BB-INDORE-MALHAR MEGA MALL,7,70280,0001201985,IZ 5 RS OFF REG DETERGENT BARS,108015133,SURF EXCEL DET BAR 4*200G,166,Payback
BBID_20429345,1992-09-25,female,MADHYA PRADESH,452001,2016-06-09,2655,BB-INDORE-MALHAR MEGA MALL,11,44192,NONPROMO,,1000536942,Mighty Hand- Grip R&B,110,Payback
BBID_20429372,1989-03-25,male,MADHYA PRADESH,452003,2016-09-26,2655,BB-INDORE-MALHAR MEGA MALL,6,80866,NONPROMO,,300781295,JOY BODY LOTION MOISTURISING 300ml,216,Payback
BBID_20429377,1983-06-15,female,MADHYA PRADESH,452001,2016-11-06,2655,BB-INDORE-MALHAR MEGA MALL,5,61247,NONPROMO,,1000592956,Premium Fine China Mug 330ml WB-21851,199,Payback
BBID_20429377,1983-06-15,female,MADHYA PRADESH,452001,2016-08-25,2655,BB-INDORE-MALHAR MEGA MALL,4,86414,NONPROMO,,300176469,3M GLUESTICK 15 GM,70,Payback
BBID_20429410,1979-11-23,female,MADHYA PRADESH,452001,2017-01-08,2655,BB-INDORE-MALHAR MEGA MALL,4,19551,NONPROMO,,300776410,BB-CB-20X25X208SWG NEW,5,Payback
BBID_20429411,1983-06-11,female,MADHYA PRADESH,452001,2016-07-13,2906,BB-INDORE-TREASURE ISLAND,8,8366,NONPROMO,,108015361,SCOTCH BRI UTENSL SRB HVY DUT3*4,30,Payback
